task_id,condition,af_class,af_score,combined_pass_at_k,adversarial_ratio,rounds_taken,termination_reason,wall_time_s,timestamp
HumanEval/41,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,28.62,2026-04-22T01:48:13.344966+00:00
HumanEval/41,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.29,2026-04-22T01:49:36.636467+00:00
HumanEval/41,C,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,59.39,2026-04-22T01:50:36.029917+00:00
HumanEval/41,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.61,2026-04-22T01:51:45.646793+00:00
HumanEval/42,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,27.51,2026-04-22T01:52:13.156334+00:00
HumanEval/42,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,57.21,2026-04-22T01:53:10.364783+00:00
HumanEval/42,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,72.93,2026-04-22T01:54:23.295358+00:00
HumanEval/42,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,60.32,2026-04-22T01:55:23.620186+00:00
HumanEval/43,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,33.96,2026-04-22T01:55:57.581757+00:00
HumanEval/43,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,73.33,2026-04-22T01:57:10.947646+00:00
HumanEval/43,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,82.43,2026-04-22T01:58:33.376799+00:00
HumanEval/43,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,75.23,2026-04-22T01:59:48.612930+00:00
HumanEval/44,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,37.00,2026-04-22T02:00:25.617820+00:00
HumanEval/44,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,91.18,2026-04-22T02:01:56.801913+00:00
HumanEval/44,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.60,2026-04-22T02:03:06.404999+00:00
HumanEval/44,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.63,2026-04-22T02:04:18.038795+00:00
HumanEval/45,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,62.03,2026-04-22T02:05:20.070001+00:00
HumanEval/45,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,74.74,2026-04-22T02:06:34.813751+00:00
HumanEval/45,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,70.54,2026-04-22T02:07:45.354883+00:00
HumanEval/45,D,correct,-0.053900,0.000000,0.000000,2,G5_PLATEAU: af_delta=-0.5390 < 0.05,270.44,2026-04-22T02:12:15.802123+00:00
HumanEval/46,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,32.98,2026-04-22T02:12:48.783579+00:00
HumanEval/46,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,53.42,2026-04-22T02:13:42.218014+00:00
HumanEval/46,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,65.15,2026-04-22T02:14:47.369622+00:00
HumanEval/46,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,68.39,2026-04-22T02:15:55.765644+00:00
HumanEval/47,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,31.65,2026-04-22T02:16:27.422237+00:00
HumanEval/47,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.88,2026-04-22T02:17:37.306564+00:00
HumanEval/47,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,56.52,2026-04-22T02:18:33.832944+00:00
HumanEval/47,D,correct,-0.076267,0.000000,0.000000,2,G5_PLATEAU: af_delta=-0.7627 < 0.05,373.60,2026-04-22T02:24:47.447008+00:00
HumanEval/48,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,22.70,2026-04-22T02:25:10.151017+00:00
HumanEval/48,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,77.13,2026-04-22T02:26:27.280330+00:00
HumanEval/48,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,63.37,2026-04-22T02:27:30.653207+00:00
HumanEval/48,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,72.14,2026-04-22T02:28:42.799774+00:00
HumanEval/49,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,63.04,2026-04-22T02:29:45.837046+00:00
HumanEval/49,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,88.24,2026-04-22T02:31:14.075667+00:00
HumanEval/49,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,93.21,2026-04-22T02:32:47.288620+00:00
HumanEval/49,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,75.59,2026-04-22T02:34:02.881864+00:00
HumanEval/50,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,59.26,2026-04-22T02:35:02.147950+00:00
HumanEval/50,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,76.89,2026-04-22T02:36:19.042543+00:00
HumanEval/50,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.80,2026-04-22T02:37:42.840924+00:00
HumanEval/50,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,65.97,2026-04-22T02:38:48.815749+00:00
HumanEval/51,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,35.57,2026-04-22T02:39:24.387681+00:00
HumanEval/51,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,61.75,2026-04-22T02:40:26.139933+00:00
HumanEval/51,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,80.51,2026-04-22T02:41:46.656231+00:00
HumanEval/51,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,84.91,2026-04-22T02:43:11.569633+00:00
HumanEval/52,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,40.50,2026-04-22T02:43:52.072868+00:00
HumanEval/52,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.75,2026-04-22T02:45:01.829721+00:00
HumanEval/52,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,65.62,2026-04-22T02:46:07.453652+00:00
HumanEval/52,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,70.15,2026-04-22T02:47:17.604857+00:00
HumanEval/53,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,202.84,2026-04-22T02:50:40.446664+00:00
HumanEval/53,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,66.26,2026-04-22T02:51:46.704756+00:00
HumanEval/53,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,75.12,2026-04-22T02:53:01.823296+00:00
HumanEval/53,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,79.49,2026-04-22T02:54:21.316710+00:00
HumanEval/54,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,49.66,2026-04-22T02:55:10.986137+00:00
HumanEval/54,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,52.01,2026-04-22T02:56:03.001734+00:00
HumanEval/54,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.64,2026-04-22T02:57:26.643923+00:00
HumanEval/54,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,65.04,2026-04-22T02:58:31.691530+00:00
HumanEval/55,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,30.80,2026-04-22T02:59:02.492703+00:00
HumanEval/55,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,129.07,2026-04-22T03:01:11.562636+00:00
HumanEval/55,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,106.06,2026-04-22T03:02:57.628335+00:00
HumanEval/55,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,54.27,2026-04-22T03:03:51.896358+00:00
HumanEval/56,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,43.75,2026-04-22T03:04:35.647847+00:00
HumanEval/56,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,77.79,2026-04-22T03:05:53.458051+00:00
HumanEval/56,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,82.25,2026-04-22T03:07:15.707820+00:00
HumanEval/56,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,79.03,2026-04-22T03:08:34.748199+00:00
HumanEval/57,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,29.76,2026-04-22T03:09:04.522066+00:00
HumanEval/57,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,82.24,2026-04-22T03:10:26.764767+00:00
HumanEval/57,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,50.26,2026-04-22T03:11:17.032072+00:00
HumanEval/57,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,41.18,2026-04-22T03:11:58.211788+00:00
HumanEval/58,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,64.29,2026-04-22T03:13:02.507157+00:00
HumanEval/58,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,63.10,2026-04-22T03:14:05.608651+00:00
HumanEval/58,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,99.13,2026-04-22T03:15:44.737619+00:00
HumanEval/58,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,75.45,2026-04-22T03:17:00.190436+00:00
HumanEval/59,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,231.89,2026-04-22T03:20:52.084550+00:00
HumanEval/59,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,73.56,2026-04-22T03:22:05.645987+00:00
HumanEval/59,C,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,54.98,2026-04-22T03:23:00.631081+00:00
HumanEval/59,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,96.67,2026-04-22T03:24:37.302142+00:00
HumanEval/60,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,49.10,2026-04-22T03:25:26.407889+00:00
HumanEval/60,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.40,2026-04-22T03:26:35.804127+00:00
HumanEval/60,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,102.34,2026-04-22T03:28:18.147049+00:00
HumanEval/60,D,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,34.18,2026-04-22T03:28:52.325999+00:00
HumanEval/61,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,62.66,2026-04-22T03:29:54.989893+00:00
HumanEval/61,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,55.68,2026-04-22T03:30:50.669095+00:00
HumanEval/61,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,64.96,2026-04-22T03:31:55.626945+00:00
HumanEval/61,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,73.73,2026-04-22T03:33:09.359328+00:00
HumanEval/62,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,35.43,2026-04-22T03:33:44.785302+00:00
HumanEval/62,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,77.78,2026-04-22T03:35:02.561140+00:00
HumanEval/62,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,82.47,2026-04-22T03:36:25.032367+00:00
HumanEval/62,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,73.82,2026-04-22T03:37:38.849146+00:00
HumanEval/63,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,22.87,2026-04-22T03:38:01.717509+00:00
HumanEval/63,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,61.10,2026-04-22T03:39:02.815189+00:00
HumanEval/63,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,62.41,2026-04-22T03:40:05.226892+00:00
HumanEval/63,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,45.90,2026-04-22T03:40:51.133649+00:00
HumanEval/64,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,26.06,2026-04-22T03:41:17.191162+00:00
HumanEval/64,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,42.54,2026-04-22T03:41:59.732888+00:00
HumanEval/64,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,80.75,2026-04-22T03:43:20.487064+00:00
HumanEval/64,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,67.41,2026-04-22T03:44:27.901619+00:00
HumanEval/65,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,37.44,2026-04-22T03:45:05.339684+00:00
HumanEval/65,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,85.04,2026-04-22T03:46:30.376474+00:00
HumanEval/65,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,79.73,2026-04-22T03:47:50.111719+00:00
HumanEval/65,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,74.56,2026-04-22T03:49:04.674521+00:00
HumanEval/66,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,41.81,2026-04-22T03:49:46.487063+00:00
HumanEval/66,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,62.36,2026-04-22T03:50:48.843828+00:00
HumanEval/66,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,95.86,2026-04-22T03:52:24.707646+00:00
HumanEval/66,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,76.32,2026-04-22T03:53:41.031053+00:00
HumanEval/67,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,38.05,2026-04-22T03:54:19.078082+00:00
HumanEval/67,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,68.90,2026-04-22T03:55:27.974335+00:00
HumanEval/67,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.19,2026-04-22T03:56:39.169621+00:00
HumanEval/67,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,66.21,2026-04-22T03:57:45.377978+00:00
HumanEval/68,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,24.68,2026-04-22T03:58:10.062992+00:00
HumanEval/68,B,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,38.99,2026-04-22T03:58:49.054068+00:00
HumanEval/68,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,86.95,2026-04-22T04:00:16.004897+00:00
HumanEval/68,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.66,2026-04-22T04:01:27.669800+00:00
HumanEval/69,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,4.43,2026-04-22T04:01:32.102163+00:00
HumanEval/69,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,89.49,2026-04-22T04:03:01.593768+00:00
HumanEval/69,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,94.21,2026-04-22T04:04:35.809431+00:00
HumanEval/69,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,59.40,2026-04-22T04:05:35.212151+00:00
HumanEval/70,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,6.24,2026-04-22T04:05:41.454789+00:00
HumanEval/70,B,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,191.82,2026-04-22T04:08:53.276352+00:00
HumanEval/70,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,64.21,2026-04-22T04:09:57.489233+00:00
HumanEval/70,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,56.84,2026-04-22T04:10:54.329420+00:00
HumanEval/71,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,35.52,2026-04-22T04:11:29.847623+00:00
HumanEval/71,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,73.98,2026-04-22T04:12:43.829160+00:00
HumanEval/71,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,88.06,2026-04-22T04:14:11.889031+00:00
HumanEval/71,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,78.56,2026-04-22T04:15:30.454826+00:00
HumanEval/72,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,45.55,2026-04-22T04:16:16.007380+00:00
HumanEval/72,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,66.22,2026-04-22T04:17:22.233226+00:00
HumanEval/72,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,77.11,2026-04-22T04:18:39.347645+00:00
HumanEval/72,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,78.71,2026-04-22T04:19:58.060290+00:00
HumanEval/73,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,36.46,2026-04-22T04:20:34.522265+00:00
HumanEval/73,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,89.54,2026-04-22T04:22:04.062219+00:00
HumanEval/73,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.96,2026-04-22T04:23:16.021099+00:00
HumanEval/73,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,101.32,2026-04-22T04:24:57.337549+00:00
HumanEval/74,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,68.07,2026-04-22T04:26:05.407905+00:00
HumanEval/74,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,86.25,2026-04-22T04:27:31.656449+00:00
HumanEval/74,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,66.97,2026-04-22T04:28:38.628829+00:00
HumanEval/74,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,76.09,2026-04-22T04:29:54.724493+00:00
HumanEval/75,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,35.74,2026-04-22T04:30:30.461322+00:00
HumanEval/75,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,81.92,2026-04-22T04:31:52.383904+00:00
HumanEval/75,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.56,2026-04-22T04:33:01.948008+00:00
HumanEval/75,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,76.10,2026-04-22T04:34:18.052868+00:00
HumanEval/76,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,22.93,2026-04-22T04:34:40.981835+00:00
HumanEval/76,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,78.71,2026-04-22T04:35:59.694800+00:00
HumanEval/76,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.02,2026-04-22T04:37:08.714534+00:00
HumanEval/76,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,88.67,2026-04-22T04:38:37.389482+00:00
HumanEval/77,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,36.01,2026-04-22T04:39:13.402757+00:00
HumanEval/77,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.40,2026-04-22T04:40:24.801788+00:00
HumanEval/77,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,80.36,2026-04-22T04:41:45.165876+00:00
HumanEval/77,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,85.44,2026-04-22T04:43:10.611132+00:00
HumanEval/78,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,20.16,2026-04-22T04:43:30.773799+00:00
HumanEval/78,B,correct,-0.054445,0.000000,0.000000,3,G5_PLATEAU: af_delta=-0.5445 < 0.05,843.53,2026-04-22T04:57:34.301364+00:00
HumanEval/78,C,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,41.69,2026-04-22T04:58:15.994298+00:00
HumanEval/78,D,correct,-0.055458,0.000000,0.000000,2,G5_PLATEAU: af_delta=-0.5546 < 0.05,146.59,2026-04-22T05:00:42.586899+00:00
HumanEval/79,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,27.93,2026-04-22T05:01:10.513160+00:00
HumanEval/79,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,185.03,2026-04-22T05:04:15.544651+00:00
HumanEval/79,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.29,2026-04-22T05:05:24.835095+00:00
HumanEval/79,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,62.43,2026-04-22T05:06:27.268253+00:00
HumanEval/80,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,41.20,2026-04-22T05:07:08.471428+00:00
HumanEval/80,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,82.60,2026-04-22T05:08:31.076301+00:00
HumanEval/80,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,104.90,2026-04-22T05:10:15.979299+00:00
HumanEval/80,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,75.85,2026-04-22T05:11:31.832968+00:00
HumanEval/81,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,43.23,2026-04-22T05:12:15.062712+00:00
HumanEval/81,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,67.64,2026-04-22T05:13:22.706275+00:00
HumanEval/81,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,135.03,2026-04-22T05:15:37.735773+00:00
HumanEval/81,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,74.81,2026-04-22T05:16:52.550416+00:00
HumanEval/82,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,147.98,2026-04-22T05:19:20.533832+00:00
HumanEval/82,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,61.51,2026-04-22T05:20:22.046742+00:00
