task_id,condition,af_class,af_score,combined_pass_at_k,adversarial_ratio,rounds_taken,termination_reason,wall_time_s,timestamp
HumanEval/82,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,76.03,2026-04-22T05:21:38.081372+00:00
HumanEval/82,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.49,2026-04-22T05:23:01.575484+00:00
HumanEval/83,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,449.46,2026-04-22T05:30:31.038990+00:00
HumanEval/83,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,140.33,2026-04-22T05:32:51.373780+00:00
HumanEval/83,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,212.86,2026-04-22T05:36:24.233818+00:00
HumanEval/83,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,68.85,2026-04-22T05:37:33.089871+00:00
HumanEval/84,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,40.67,2026-04-22T05:38:13.757477+00:00
HumanEval/84,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,64.60,2026-04-22T05:39:18.357546+00:00
HumanEval/84,C,correct,-0.073333,0.000000,0.000000,2,G5_PLATEAU: af_delta=-0.7333 < 0.05,315.05,2026-04-22T05:44:33.411272+00:00
HumanEval/84,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,65.48,2026-04-22T05:45:38.896146+00:00
HumanEval/85,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,42.43,2026-04-22T05:46:21.322992+00:00
HumanEval/85,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,53.33,2026-04-22T05:47:14.652406+00:00
HumanEval/85,C,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,182.03,2026-04-22T05:50:16.678771+00:00
HumanEval/85,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,61.45,2026-04-22T05:51:18.131562+00:00
HumanEval/86,A,degraded,0.000000,0.000000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.000,244.20,2026-04-22T05:55:22.334775+00:00
HumanEval/86,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,62.73,2026-04-22T05:56:25.067598+00:00
HumanEval/86,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,59.20,2026-04-22T05:57:24.270307+00:00
HumanEval/86,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,67.89,2026-04-22T05:58:32.157563+00:00
HumanEval/87,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,34.53,2026-04-22T05:59:06.683625+00:00
HumanEval/87,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,50.20,2026-04-22T05:59:56.887745+00:00
HumanEval/87,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,72.54,2026-04-22T06:01:09.432434+00:00
HumanEval/87,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,86.83,2026-04-22T06:02:36.269669+00:00
HumanEval/88,A,degraded,0.000000,0.000000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.000,110.71,2026-04-22T06:04:26.978423+00:00
HumanEval/88,B,degraded,-0.050875,0.000000,0.000000,2,G2_CANONICAL_REGRESSION: pass@k=0.000,361.55,2026-04-22T06:10:28.531077+00:00
HumanEval/88,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,45.50,2026-04-22T06:11:14.029703+00:00
HumanEval/88,D,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,1141.94,2026-04-22T06:30:15.971864+00:00
HumanEval/89,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,33.80,2026-04-22T06:30:49.772822+00:00
HumanEval/89,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,64.34,2026-04-22T06:31:54.117052+00:00
HumanEval/89,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,409.00,2026-04-22T06:38:43.122810+00:00
HumanEval/89,D,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,255.44,2026-04-22T06:42:58.562233+00:00
HumanEval/90,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,41.84,2026-04-22T06:43:40.399231+00:00
HumanEval/90,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,78.43,2026-04-22T06:44:58.834089+00:00
HumanEval/90,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,73.51,2026-04-22T06:46:12.346969+00:00
HumanEval/90,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,62.47,2026-04-22T06:47:14.814697+00:00
HumanEval/91,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,51.25,2026-04-22T06:48:06.065354+00:00
HumanEval/91,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,84.85,2026-04-22T06:49:30.919733+00:00
HumanEval/91,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,86.23,2026-04-22T06:50:57.149286+00:00
HumanEval/91,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.23,2026-04-22T06:52:08.381734+00:00
HumanEval/92,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,35.42,2026-04-22T06:52:43.803217+00:00
HumanEval/92,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,143.60,2026-04-22T06:55:07.401093+00:00
HumanEval/92,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,68.27,2026-04-22T06:56:15.673882+00:00
HumanEval/92,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.34,2026-04-22T06:57:27.021393+00:00
HumanEval/93,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,25.32,2026-04-22T06:57:52.342785+00:00
HumanEval/93,B,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,47.32,2026-04-22T06:58:39.665090+00:00
HumanEval/93,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,66.96,2026-04-22T06:59:46.623407+00:00
HumanEval/93,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,58.45,2026-04-22T07:00:45.072146+00:00
HumanEval/94,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,29.18,2026-04-22T07:01:14.255848+00:00
HumanEval/94,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.75,2026-04-22T07:02:24.001957+00:00
HumanEval/94,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,97.89,2026-04-22T07:04:01.890018+00:00
HumanEval/94,D,correct,-0.064519,0.000000,0.000000,2,G5_PLATEAU: af_delta=-0.6452 < 0.05,183.09,2026-04-22T07:07:04.983041+00:00
HumanEval/95,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,39.77,2026-04-22T07:07:44.750817+00:00
HumanEval/95,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,70.55,2026-04-22T07:08:55.298938+00:00
HumanEval/95,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,72.88,2026-04-22T07:10:08.181924+00:00
HumanEval/95,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.83,2026-04-22T07:11:32.011916+00:00
HumanEval/96,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,28.52,2026-04-22T07:12:00.530631+00:00
HumanEval/96,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,57.14,2026-04-22T07:12:57.671903+00:00
HumanEval/96,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,53.41,2026-04-22T07:13:51.086078+00:00
HumanEval/96,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,80.75,2026-04-22T07:15:11.842360+00:00
HumanEval/97,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,20.54,2026-04-22T07:15:32.380458+00:00
HumanEval/97,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,67.11,2026-04-22T07:16:39.489790+00:00
HumanEval/97,C,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,50.26,2026-04-22T07:17:29.746520+00:00
HumanEval/97,D,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,46.17,2026-04-22T07:18:15.917654+00:00
HumanEval/98,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,44.88,2026-04-22T07:19:00.803238+00:00
HumanEval/98,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,57.55,2026-04-22T07:19:58.352523+00:00
HumanEval/98,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,77.12,2026-04-22T07:21:15.469308+00:00
HumanEval/98,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,217.07,2026-04-22T07:24:52.543689+00:00
HumanEval/99,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,907.12,2026-04-22T07:39:59.664207+00:00
HumanEval/99,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,85.30,2026-04-22T07:41:24.967634+00:00
HumanEval/99,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,82.77,2026-04-22T07:42:47.736637+00:00
HumanEval/99,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,82.39,2026-04-22T07:44:10.127539+00:00
HumanEval/100,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,38.19,2026-04-22T07:44:48.316879+00:00
HumanEval/100,B,degraded,0.000000,0.000000,0.000000,1,"G1_SYNTAX_ERROR: unterminated triple-quoted string literal (detected at line 2) (<unknown>, line 2)",78.98,2026-04-22T07:46:07.298059+00:00
HumanEval/100,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.47,2026-04-22T07:47:18.765618+00:00
HumanEval/100,D,degraded,0.146667,0.000000,0.666667,1,"G1_SYNTAX_ERROR: '[' was never closed (<unknown>, line 3)",74.70,2026-04-22T07:48:33.470658+00:00
HumanEval/101,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,38.23,2026-04-22T07:49:11.698224+00:00
HumanEval/101,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,78.41,2026-04-22T07:50:30.110826+00:00
HumanEval/101,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,90.68,2026-04-22T07:52:00.787200+00:00
HumanEval/101,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,86.34,2026-04-22T07:53:27.129610+00:00
HumanEval/102,A,degraded,0.144375,0.375000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.375,1270.84,2026-04-22T08:14:37.968581+00:00
HumanEval/102,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,43.96,2026-04-22T08:15:21.926473+00:00
HumanEval/102,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,121.42,2026-04-22T08:17:23.346377+00:00
HumanEval/102,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.04,2026-04-22T08:18:32.391724+00:00
HumanEval/103,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,5.13,2026-04-22T08:18:37.522156+00:00
HumanEval/103,B,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,43.11,2026-04-22T08:19:20.631847+00:00
HumanEval/103,C,degraded,0.000000,0.000000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.000,1241.41,2026-04-22T08:40:02.038197+00:00
HumanEval/103,D,correct,-0.060371,0.000000,0.000000,2,G5_PLATEAU: af_delta=-0.6037 < 0.05,272.82,2026-04-22T08:44:34.869738+00:00
HumanEval/104,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,230.15,2026-04-22T08:48:25.017403+00:00
HumanEval/104,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,64.15,2026-04-22T08:49:29.169194+00:00
HumanEval/104,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.21,2026-04-22T08:50:52.380796+00:00
HumanEval/104,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,95.27,2026-04-22T08:52:27.655489+00:00
HumanEval/105,A,correct,0.385000,1.000000,0.000000,1,G6_SHALLOW_ATTACKS: edge_coverage=0.000 < 0.75,7.76,2026-04-22T08:52:35.418706+00:00
HumanEval/105,B,degraded,0.000000,0.000000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.000,214.16,2026-04-22T08:56:09.576049+00:00
HumanEval/105,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.30,2026-04-22T08:57:20.879353+00:00
HumanEval/105,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,68.97,2026-04-22T08:58:29.848062+00:00
HumanEval/106,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,6.31,2026-04-22T08:58:36.156835+00:00
HumanEval/106,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,70.41,2026-04-22T08:59:46.570879+00:00
HumanEval/106,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.69,2026-04-22T09:01:10.258306+00:00
HumanEval/106,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,74.44,2026-04-22T09:02:24.695159+00:00
HumanEval/107,A,degraded,0.000000,0.000000,0.000000,1,"G1_SYNTAX_ERROR: 'conditional expression' is an illegal expression for augmented assignment (<unknown>, line 12)",35.73,2026-04-22T09:03:00.425440+00:00
HumanEval/107,B,degraded,0.000000,0.000000,0.000000,1,"G1_SYNTAX_ERROR: 'conditional expression' is an illegal expression for augmented assignment (<unknown>, line 9)",69.97,2026-04-22T09:04:10.391810+00:00
HumanEval/107,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,69.62,2026-04-22T09:05:20.013773+00:00
HumanEval/107,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,72.48,2026-04-22T09:06:32.490883+00:00
HumanEval/108,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,22.20,2026-04-22T10:27:07.699733+00:00
HumanEval/108,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,67.49,2026-04-22T10:28:15.190325+00:00
HumanEval/108,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,85.61,2026-04-22T10:29:40.805827+00:00
HumanEval/108,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,76.66,2026-04-22T10:30:57.468598+00:00
HumanEval/109,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,44.02,2026-04-22T10:31:41.491022+00:00
HumanEval/109,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,56.16,2026-04-22T10:32:37.651068+00:00
HumanEval/109,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,78.66,2026-04-22T10:33:56.314316+00:00
HumanEval/109,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,103.04,2026-04-22T10:35:39.352658+00:00
HumanEval/110,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,25.33,2026-04-22T10:36:04.680622+00:00
HumanEval/110,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,87.23,2026-04-22T10:37:31.915754+00:00
HumanEval/110,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,76.05,2026-04-22T10:38:47.971616+00:00
HumanEval/110,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,108.89,2026-04-22T10:40:36.858543+00:00
HumanEval/111,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,24.22,2026-04-22T10:41:01.077485+00:00
HumanEval/111,B,degraded,0.060000,0.000000,0.272727,1,G2_CANONICAL_REGRESSION: pass@k=0.000,119.10,2026-04-22T10:43:00.178373+00:00
HumanEval/111,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,99.77,2026-04-22T10:44:39.949909+00:00
HumanEval/111,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,70.26,2026-04-22T10:45:50.208199+00:00
HumanEval/112,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,60.94,2026-04-22T10:46:51.150731+00:00
HumanEval/112,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,89.58,2026-04-22T10:48:20.730364+00:00
HumanEval/112,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,95.94,2026-04-22T10:49:56.668265+00:00
HumanEval/112,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,99.99,2026-04-22T10:51:36.657200+00:00
HumanEval/113,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,63.93,2026-04-22T10:52:40.586735+00:00
HumanEval/113,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,98.06,2026-04-22T10:54:18.644556+00:00
HumanEval/113,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,107.68,2026-04-22T10:56:06.329824+00:00
HumanEval/113,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,117.80,2026-04-22T10:58:04.131456+00:00
HumanEval/114,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,27.71,2026-04-22T10:58:31.846586+00:00
HumanEval/114,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.45,2026-04-22T10:59:55.297095+00:00
HumanEval/114,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,129.60,2026-04-22T11:02:04.903467+00:00
HumanEval/114,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,103.53,2026-04-22T11:03:48.439443+00:00
HumanEval/115,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,32.63,2026-04-22T11:04:21.070010+00:00
HumanEval/115,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.18,2026-04-22T11:05:44.246809+00:00
HumanEval/115,C,degraded,0.000000,0.000000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.000,62.32,2026-04-22T12:43:42.381548+00:00
HumanEval/115,D,degraded,0.000000,0.000000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.000,36.83,2026-04-22T12:44:19.216426+00:00
HumanEval/116,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,67.49,2026-04-22T12:45:26.710486+00:00
HumanEval/116,B,degraded,0.000000,0.000000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.000,1158.74,2026-04-22T13:04:45.450100+00:00
HumanEval/116,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,112.90,2026-04-22T13:06:38.354545+00:00
HumanEval/116,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,125.93,2026-04-22T13:08:44.287974+00:00
HumanEval/117,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,35.71,2026-04-22T13:09:20.003190+00:00
HumanEval/117,B,degraded,0.000000,0.000000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.000,122.88,2026-04-22T13:11:22.885081+00:00
HumanEval/117,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,72.73,2026-04-22T13:12:35.612551+00:00
HumanEval/117,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,60.31,2026-04-22T13:13:35.923919+00:00
HumanEval/118,A,degraded,0.000000,0.000000,0.000000,1,G2_CANONICAL_REGRESSION: pass@k=0.000,341.30,2026-04-22T13:19:17.227514+00:00
HumanEval/118,B,degraded,0.061111,0.000000,0.277778,1,G2_CANONICAL_REGRESSION: pass@k=0.000,554.50,2026-04-22T13:28:31.733318+00:00
HumanEval/118,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,113.19,2026-04-22T13:30:24.927956+00:00
HumanEval/118,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,143.63,2026-04-22T13:32:48.557577+00:00
HumanEval/119,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,65.41,2026-04-22T13:33:53.971943+00:00
HumanEval/119,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,62.69,2026-04-22T13:34:56.668010+00:00
HumanEval/119,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,118.98,2026-04-22T13:36:55.648605+00:00
HumanEval/119,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,132.92,2026-04-22T13:39:08.572302+00:00
HumanEval/120,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,56.29,2026-04-22T13:40:04.860862+00:00
HumanEval/120,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,146.57,2026-04-22T13:42:31.431017+00:00
HumanEval/120,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,154.21,2026-04-22T13:45:05.642719+00:00
HumanEval/120,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,151.89,2026-04-22T13:47:37.531669+00:00
HumanEval/121,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,66.66,2026-04-22T13:48:44.195307+00:00
HumanEval/121,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,119.98,2026-04-22T13:50:44.180066+00:00
HumanEval/121,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,131.86,2026-04-22T13:52:56.038016+00:00
HumanEval/121,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,85.86,2026-04-22T13:54:21.901914+00:00
HumanEval/122,A,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,75.61,2026-04-22T13:55:37.510312+00:00
HumanEval/122,B,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,85.15,2026-04-22T13:57:02.666517+00:00
HumanEval/122,C,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,207.97,2026-04-22T14:00:30.633597+00:00
HumanEval/122,D,correct,0.000000,0.000000,0.000000,1,G5_PLATEAU: af_delta=0.0000 < 0.05,157.29,2026-04-22T14:03:07.921477+00:00
